20201221164448,34.68387333333333,135.82095166666667
,adress,rssi,uuid
0,00:a0:50:53:32:5a,-79,null
1,0b:a8:00:cf:1e:37,-95,null
2,58:ac:fc:b3:22:c8,-53,null
3,53:33:d1:db:78:80,-67,null
4,43:27:b0:ab:46:a3,-75,null
5,5e:ea:4d:eb:08:49,-96,null
6,28:f0:93:fe:7f:ce,-77,null
7,10:12:f1:54:9f:95,-63,0000fd6f-0000-1000-8000-00805f9b34fb
8,f0:3c:83:83:bd:8f,-93,null
9,55:7b:8f:62:35:ea,-72,null
10,44:8c:b7:d0:fa:e8,-83,null
11,06:f5:2f:f0:b5:07,-94,0000fd6f-0000-1000-8000-00805f9b34fb
12,28:89:2d:70:ba:05,-86,null
13,2f:4a:a4:4f:3d:de,-87,null
14,6a:d9:98:9f:a7:35,-50,null
15,24:af:f2:2a:1e:9d,-98,null
16,4b:ef:c8:38:df:06,-60,null
17,78:c1:bf:dc:d5:0f,-60,null
18,49:a1:99:8d:10:00,-96,null
19,60:6c:7b:84:33:52,-89,null
20,08:79:69:44:53:52,-73,null
21,0b:a1:b4:01:b5:2d,-81,0000fd6f-0000-1000-8000-00805f9b34fb
22,43:0f:0b:3d:0a:9b,-59,null
23,6a:bb:ff:20:1c:01,-69,null
24,eb:1e:65:2f:93:1a,-53,null
25,73:d0:89:60:c3:7b,-94,0000fd6f-0000-1000-8000-00805f9b34fb
26,20:e5:f5:a3:b3:ac,-95,null
27,37:74:41:70:87:89,-86,null
28,61:4e:84:4c:fd:19,-92,null
29,69:10:c1:76:cd:d9,-91,null
30,72:fb:4e:07:64:99,-94,null
31,4f:65:44:dc:3c:a0,-84,null
32,24:d4:77:3b:f6:3d,-94,null
33,74:e6:ed:2e:d0:a5,-93,null
34,5a:09:00:a8:40:75,-90,null
35,00:a0:50:11:96:b4,-97,null
36,59:76:de:a0:93:7d,-93,null
37,43:57:78:ec:a8:3d,-94,null
38,ce:8f:30:29:89:3f,-91,null
39,2f:c6:ad:b2:c1:09,-95,0000fd6f-0000-1000-8000-00805f9b34fb
