20201221075825,34.68450833333333,135.82432333333333
,adress,rssi,uuid
0,08:0e:71:8d:02:ba,-91,0000fd6f-0000-1000-8000-00805f9b34fb
1,3a:9a:19:f1:7b:0a,-91,null
2,49:38:11:ca:c5:8d,-86,0000fd6f-0000-1000-8000-00805f9b34fb
3,46:a8:68:74:86:b9,-91,null
4,3b:3b:88:c9:eb:3a,-89,null
5,00:a0:50:53:1a:d2,-78,null
6,33:df:40:bd:1a:bb,-67,0000fd6f-0000-1000-8000-00805f9b34fb
7,47:8d:f7:42:2c:ea,-40,null
8,51:82:03:34:72:4f,-62,null
9,4f:21:ec:eb:d6:5a,-55,null
10,2a:4c:29:5a:18:ea,-85,null
11,00:a0:50:53:46:6e,-93,null
12,21:a9:a9:26:74:6f,-88,0000fd6f-0000-1000-8000-00805f9b34fb
13,71:32:35:a7:c3:7c,-54,null
14,2c:e2:6b:b9:d8:af,-53,0000fd6f-0000-1000-8000-00805f9b34fb
15,1b:6c:cd:e2:69:fb,-91,null
16,4a:83:aa:a4:01:0f,-34,null
17,61:e2:06:0e:3a:a0,-53,null
18,13:bf:96:be:38:7d,-46,0000fd6f-0000-1000-8000-00805f9b34fb
19,10:c7:06:1e:dd:75,-80,0000fd6f-0000-1000-8000-00805f9b34fb
20,73:b5:47:77:bb:eb,-97,null
21,4f:96:0d:7f:4c:48,-85,null
22,7a:17:4d:6f:cd:34,-84,null
23,00:d5:95:b9:3e:fe,-89,0000fd6f-0000-1000-8000-00805f9b34fb
24,43:db:39:71:05:b1,-77,null
25,42:83:fc:86:c5:60,-98,null
26,48:4f:0b:2d:33:ad,-52,null
27,69:a6:f7:92:d3:ef,-90,null
28,5c:e9:e3:57:72:de,-59,null
29,f5:8e:dc:61:ea:6b,-68,null
30,56:f3:66:90:9f:d6,-91,null
31,70:a0:fe:34:61:e6,-85,null
32,79:aa:2c:8d:99:65,-90,null
33,3a:b3:4b:91:a3:9d,-84,null
34,3c:1d:93:69:80:1a,-90,null
35,7b:64:25:07:b8:89,-93,null
36,61:f9:ef:24:f7:bb,-94,null
37,4e:12:95:b7:76:2c,-93,null
38,4c:23:a8:b2:89:5a,-86,null
39,78:63:b1:1a:a7:51,-81,null
40,4a:9f:f0:d4:44:25,-83,null
41,0a:0f:50:23:ca:94,-95,null
42,01:63:12:39:01:df,-92,0000fd6f-0000-1000-8000-00805f9b34fb
43,54:e8:b7:6b:0a:c7,-86,null
44,0c:8a:30:3b:82:09,-87,0000fd6f-0000-1000-8000-00805f9b34fb
45,74:d7:ca:8f:19:4f,-85,null
46,51:aa:9f:1d:85:5e,-93,null
47,4b:2e:f7:c0:ab:5e,-96,null
48,54:be:9f:60:9c:ac,-88,null
49,60:66:54:c4:c4:f7,-98,null
50,7f:e5:f5:c4:99:b0,-85,null
51,76:b3:cc:18:9b:1c,-94,null
52,e6:b9:96:75:85:af,-34,null
53,00:a0:50:52:f3:0f,-91,null
54,61:42:7e:b0:22:eb,-85,null
55,3d:83:4f:c0:e0:58,-92,0000fd6f-0000-1000-8000-00805f9b34fb
56,67:fd:2f:b8:3b:f8,-91,null
57,7d:db:96:80:47:cb,-87,null
58,25:32:12:35:2e:96,-94,0000fd6f-0000-1000-8000-00805f9b34fb
59,4d:3a:d2:8b:d5:db,-88,null
60,56:8a:a7:b1:a7:37,-87,null
61,3a:91:b5:4f:ef:67,-89,0000fd6f-0000-1000-8000-00805f9b34fb
62,12:58:51:7e:6d:1a,-90,0000fd6f-0000-1000-8000-00805f9b34fb
