20201221171249,34.67658,135.81966166666666
,adress,rssi,uuid
0,00:a0:50:53:32:5a,-80,null
1,0b:f6:05:12:0d:d6,-85,0000fd6f-0000-1000-8000-00805f9b34fb
2,4a:5a:8d:77:1d:c6,-83,null
3,1d:c6:25:0b:56:1b,-97,0000fd6f-0000-1000-8000-00805f9b34fb
4,d7:4e:dd:d7:1d:1c,-89,null
5,5c:01:74:72:47:01,-88,null
6,34:ea:c3:51:ed:bc,-90,null
7,7a:d9:b9:11:44:37,-52,null
8,61:5d:d4:d1:fd:cb,-65,null
9,12:91:92:b5:c2:3c,-78,0000fd6f-0000-1000-8000-00805f9b34fb
10,27:3b:a9:a4:f4:01,-72,0000fd6f-0000-1000-8000-00805f9b34fb
11,59:e4:0e:c4:c9:a1,-53,null
12,52:44:fd:c6:18:35,-83,null
13,5b:27:bf:c0:3f:6d,-86,null
14,64:e1:33:f3:0a:3c,-96,null
15,55:05:58:c1:32:1c,-66,null
16,23:2d:60:77:00:fc,-92,0000fd6f-0000-1000-8000-00805f9b34fb
17,2c:7e:46:0d:ce:82,-94,null
18,69:0d:bf:3f:79:33,-84,null
19,49:44:46:c9:83:14,-83,null
20,33:6a:fd:24:4b:5d,-91,0000fd6f-0000-1000-8000-00805f9b34fb
21,4e:fe:37:be:18:ad,-63,null
22,a4:c1:c7:00:04:1e,-89,null
23,a4:c1:c8:00:03:ff,-88,null
24,52:56:7f:14:9e:d6,-90,null
25,70:a5:7e:60:28:c1,-94,null
26,1a:7f:c6:48:3a:ae,-88,null
27,72:44:9e:bc:50:71,-96,null
28,5b:b8:aa:fb:b9:f1,-91,null
29,42:1d:6f:92:a5:d2,-91,null
30,c3:da:28:53:a7:9a,-48,null
31,79:4e:00:14:5b:d6,-96,null
32,7f:6d:4e:d8:de:6c,-91,null
33,55:89:5b:7d:91:a2,-93,null
34,a4:c1:b5:00:04:24,-90,null
35,38:4c:09:5a:89:e8,-86,0000fd6f-0000-1000-8000-00805f9b34fb
36,c7:3e:67:52:3f:38,-88,null
37,c4:28:04:e8:71:9d,-84,null
38,04:56:bb:3b:55:46,-93,0000fd6f-0000-1000-8000-00805f9b34fb
39,06:14:5b:05:95:cc,-94,null
