20201221111229,34.68345166666667,135.804445
,adress,rssi,uuid
0,50:47:cf:66:56:df,-83,null
1,00:a0:50:52:f3:a8,-69,null
2,21:6e:91:52:af:86,-86,null
3,39:61:f2:e7:50:40,-94,null
4,3b:97:3d:b7:bc:85,-92,null
5,38:62:e4:ee:bf:ba,-88,0000fd6f-0000-1000-8000-00805f9b34fb
6,54:01:a5:60:56:34,-33,null
7,69:fb:92:53:1c:88,-94,null
8,d4:9d:c0:7c:e6:a9,-85,null
9,4c:4b:30:15:72:d0,-62,null
10,d4:9d:c0:7d:08:71,-93,null
11,38:a4:bb:02:fa:eb,-59,0000fd6f-0000-1000-8000-00805f9b34fb
12,d4:9d:c0:7d:31:b9,-83,null
13,2c:41:a1:19:5d:14,-87,null
14,d4:9d:c0:7d:20:e7,-88,null
15,d4:9d:c0:7d:0c:b7,-93,null
16,72:4f:d7:66:c7:4f,-95,null
17,5a:50:8d:62:e2:c5,-84,null
18,d4:9d:c0:7c:fc:d1,-93,null
19,2c:41:a1:19:78:b7,-82,null
20,0e:20:ec:13:a7:f5,-88,null
21,cc:6b:d7:62:73:22,-42,null
22,38:dd:16:54:30:cd,-84,null
23,4d:38:12:4a:0c:ff,-86,null
24,17:15:c1:2b:72:0f,-100,null
25,26:8e:cf:c5:df:8f,-93,null
26,0d:22:91:a9:18:4d,-89,null
27,1d:db:85:7e:ad:33,-96,null
28,d4:9d:c0:7d:31:b7,-97,null
29,4b:1b:93:d0:b6:95,-91,null
30,11:5f:07:ad:93:b5,-97,null
31,34:0e:d8:46:49:d0,-93,null
32,0e:15:9c:31:71:24,-96,null
33,d4:9d:c0:7d:1f:5f,-87,null
34,28:c2:fe:b8:7b:8e,-95,null
35,d4:9d:c0:7b:cc:bf,-97,null
36,44:7a:9f:14:5d:7c,-92,null
37,0a:5c:3f:82:84:eb,-96,null
38,77:df:b0:78:6f:54,-91,null
39,01:38:2a:b6:6e:ab,-96,null
40,30:34:18:18:99:2a,-92,null
41,2b:9c:8f:c1:0b:4e,-94,null
42,33:0c:11:dc:75:4d,-87,0000fd6f-0000-1000-8000-00805f9b34fb
43,5b:96:50:06:85:46,-90,null
44,00:c3:f4:82:db:be,-95,null
45,18:5b:ac:42:57:d2,-94,null
46,30:46:f3:f8:d0:af,-95,null
47,d4:9d:c0:7d:31:a3,-94,null
48,00:c3:f4:70:97:c3,-96,null
49,d4:9d:c0:7d:30:37,-89,null
50,17:11:c4:aa:18:f6,-93,null
