20201221075603,34.68152,135.82031
,adress,rssi,uuid
0,00:a0:50:53:1a:d2,-67,null
1,00:a0:50:53:37:2b,-72,null
2,7f:e5:f5:c4:99:b0,-84,null
3,00:a0:50:52:f3:0f,-81,null
4,2c:e2:6b:b9:d8:af,-47,0000fd6f-0000-1000-8000-00805f9b34fb
5,0f:02:59:40:55:e4,-71,0000fd6f-0000-1000-8000-00805f9b34fb
6,45:53:bf:fc:f5:5c,-55,null
7,61:e2:06:0e:3a:a0,-44,null
8,5c:fb:3e:61:14:9a,-73,null
9,48:4f:0b:2d:33:ad,-52,null
10,49:38:11:ca:c5:8d,-88,0000fd6f-0000-1000-8000-00805f9b34fb
11,00:d5:95:b9:3e:fe,-86,0000fd6f-0000-1000-8000-00805f9b34fb
12,71:32:35:a7:c3:7c,-52,null
13,1f:d6:e6:58:67:a9,-86,0000fd6f-0000-1000-8000-00805f9b34fb
14,4b:00:9d:89:5b:7e,-82,null
15,48:85:d9:e8:0e:bc,-97,null
16,48:65:1d:39:ea:e1,-79,null
17,61:42:7e:b0:22:eb,-87,null
18,66:08:36:58:72:9f,-84,null
19,12:67:2f:30:cd:a6,-85,0000fd6f-0000-1000-8000-00805f9b34fb
20,51:13:13:07:ef:8c,-92,null
21,13:bf:96:be:38:7d,-45,0000fd6f-0000-1000-8000-00805f9b34fb
22,76:aa:bc:77:d0:53,-82,null
23,4f:20:0c:bf:fe:4a,-74,null
24,4f:21:ec:eb:d6:5a,-65,null
25,6e:1a:45:dc:84:21,-90,null
26,54:e8:b7:6b:0a:c7,-80,null
27,74:9b:f6:f3:77:76,-79,null
28,5a:0e:d0:f5:95:ca,-84,null
29,4d:3a:d2:8b:d5:db,-79,null
30,46:58:c4:dc:0b:33,-58,null
31,7d:50:51:eb:49:99,-82,null
32,7d:db:96:80:47:cb,-85,null
33,04:2b:e5:97:b9:ad,-78,0000fd6f-0000-1000-8000-00805f9b34fb
34,75:7d:8e:73:f9:c4,-93,null
35,47:8d:f7:42:2c:ea,-45,null
36,4a:83:aa:a4:01:0f,-28,null
37,7b:64:25:07:b8:89,-88,null
38,4a:9f:f0:d4:44:25,-86,null
39,61:4a:eb:c9:01:9b,-82,null
40,3a:91:b5:4f:ef:67,-82,0000fd6f-0000-1000-8000-00805f9b34fb
41,51:18:7d:04:1a:d9,-81,null
42,f5:8e:dc:61:ea:6b,-69,null
43,67:b5:8c:24:bd:5f,-81,null
44,67:fd:2f:b8:3b:f8,-84,null
45,04:2d:82:2d:2f:aa,-90,0000fd6f-0000-1000-8000-00805f9b34fb
46,48:89:b5:94:ae:18,-76,null
47,35:f1:33:70:ab:74,-79,0000fd6f-0000-1000-8000-00805f9b34fb
48,4a:0e:e0:0b:fe:5a,-88,null
49,26:75:e2:ef:2d:0d,-88,0000fd6f-0000-1000-8000-00805f9b34fb
50,24:03:57:7c:83:ec,-90,0000fd6f-0000-1000-8000-00805f9b34fb
51,56:8a:a7:b1:a7:37,-82,null
52,42:83:fc:86:c5:60,-84,null
53,52:10:ce:0d:99:24,-92,null
54,42:b6:d0:fb:8c:82,-92,null
55,07:39:8a:ea:e2:f5,-89,null
56,65:12:1c:2c:5f:0b,-95,null
57,75:cc:ad:fd:74:53,-92,null
58,59:26:53:a4:d7:3f,-88,0000fd6f-0000-1000-8000-00805f9b34fb
59,55:50:e5:99:db:48,-86,null
60,74:5f:ab:6e:ef:7c,-86,null
61,39:c9:16:72:d4:a5,-90,0000fd6f-0000-1000-8000-00805f9b34fb
62,46:07:c4:b9:bb:8a,-89,null
63,78:4a:eb:5a:37:86,-90,null
64,54:ab:20:29:a4:da,-93,null
65,3a:68:95:c8:29:84,-90,0000fd6f-0000-1000-8000-00805f9b34fb
66,07:e5:ee:ec:1d:55,-91,null
67,63:93:08:15:f6:2f,-92,null
68,73:9e:e6:69:c2:63,-86,null
69,25:88:b8:25:61:10,-91,0000fd6f-0000-1000-8000-00805f9b34fb
70,44:c5:7a:c8:ee:0d,-93,null
71,e6:b9:96:75:85:af,-35,null
72,70:38:f6:01:54:96,-90,null
73,61:ed:4f:25:70:87,-91,null
74,63:92:62:25:19:4c,-91,null
75,4c:fb:7b:ea:20:1f,-94,null
76,48:c2:88:00:16:3c,-91,null
