20201221085322,34.676336666666664,135.81986
,adress,rssi,uuid
0,00:a0:50:53:1a:d2,-74,null
1,5f:7d:5e:84:ec:ba,-92,0000fd6f-0000-1000-8000-00805f9b34fb
2,78:2f:31:f6:1f:c3,-81,null
3,75:19:51:4a:e4:92,-92,null
4,4a:ea:30:7e:3b:03,-44,null
5,0d:62:26:dd:c0:53,-83,null
6,5f:72:a4:ee:42:09,-34,null
7,54:ba:d5:e7:41:92,-72,null
8,67:12:46:e7:d4:4c,-70,null
9,5d:57:5e:85:3d:33,-74,null
10,d7:4e:dd:d7:1d:1c,-93,null
11,38:ea:ae:05:ff:ac,-44,0000fd6f-0000-1000-8000-00805f9b34fb
12,4c:07:10:3a:52:3c,-87,null
13,e0:7f:b4:6c:c4:70,-37,null
14,79:d5:ad:9f:19:a8,-96,null
15,1f:81:35:6e:6f:22,-94,null
16,6e:7d:65:36:ce:39,-92,null
17,2e:78:d4:31:f9:d3,-91,0000fd6f-0000-1000-8000-00805f9b34fb
18,78:6a:67:8e:f2:f8,-89,null
