20201221104902,34.678003333333336,135.75743166666666
,adress,rssi,uuid
0,20:72:9b:d3:10:aa,-73,null
1,00:a0:50:52:e2:56,-83,null
2,24:79:c7:cb:5e:55,-46,0000fd6f-0000-1000-8000-00805f9b34fb
3,29:2e:b2:ad:9c:16,-89,null
4,0d:8f:7c:f4:ac:37,-91,null
5,67:e9:b4:49:f3:7d,-80,null
6,00:a0:50:11:5b:9b,-90,null
7,69:6c:8a:a1:49:b6,-90,null
8,5d:16:bf:84:0e:4a,-60,null
9,4f:fc:9d:12:9d:d7,-89,null
10,1d:7c:42:32:ac:ce,-96,null
11,04:19:8e:15:fa:e2,-57,0000fd6f-0000-1000-8000-00805f9b34fb
12,1d:be:99:bb:42:8f,-83,null
13,67:2a:b1:5b:44:fc,-39,null
14,77:c5:f9:70:ca:c2,-92,null
15,69:ed:69:65:90:79,-88,null
16,6a:4a:a8:d1:73:cd,-91,null
17,69:bb:27:b1:df:95,-93,null
18,ea:da:b7:52:fd:ed,-65,null
