20201221102704,34.68176166666667,135.80923833333333
,adress,rssi,uuid
0,55:24:d4:16:93:5f,-93,null
1,75:37:4c:d5:2e:90,-84,null
2,07:9a:d3:6e:46:fc,-85,0000fd6f-0000-1000-8000-00805f9b34fb
3,00:a0:50:52:e2:56,-78,null
4,57:8d:43:c3:bc:2c,-91,null
5,52:c6:4c:f8:ad:cf,-84,null
6,52:4e:03:d0:ac:1d,-65,null
7,61:c7:b6:da:2b:34,-45,null
8,5e:4e:d9:8a:b6:c7,-90,null
9,7f:06:c3:2a:ce:4b,-54,null
10,67:b0:89:47:ca:48,-88,null
11,66:54:3f:50:3b:a4,-91,null
12,70:63:d7:b5:7b:eb,-91,null
13,16:c2:af:c6:49:fc,-47,0000fd6f-0000-1000-8000-00805f9b34fb
14,62:aa:5c:33:cf:9f,-84,null
15,71:18:48:88:69:4a,-77,null
16,7a:f7:51:18:49:0f,-86,null
17,56:de:71:9c:df:7d,-85,null
18,35:85:b2:81:5f:e1,-84,0000fd6f-0000-1000-8000-00805f9b34fb
19,c5:c7:63:31:ba:72,-60,null
20,25:11:e4:d3:f8:65,-87,0000fd6f-0000-1000-8000-00805f9b34fb
21,66:47:5f:51:f7:43,-91,null
22,5c:d9:27:d3:f1:07,-89,null
23,49:cc:56:99:85:2f,-88,null
24,2d:38:43:27:14:2e,-84,0000fd6f-0000-1000-8000-00805f9b34fb
