20201221142438,34.570373333333336,135.71501666666666
,adress,rssi,uuid
0,1c:ad:61:85:0f:ac,-63,0000fd6f-0000-1000-8000-00805f9b34fb
1,00:a0:50:2c:7a:4a,-89,null
2,5b:fd:ff:ad:10:5a,-58,null
3,67:a7:84:26:7d:80,-53,null
4,60:ad:4c:3a:cc:07,-59,null
5,46:4d:50:3f:ed:04,-72,null
6,2a:82:ed:a6:81:07,-65,0000fd6f-0000-1000-8000-00805f9b34fb
7,70:5a:e5:ba:04:44,-61,null
8,31:c8:f3:48:a3:94,-95,0000fd6f-0000-1000-8000-00805f9b34fb
9,17:0c:95:b7:8a:8c,-84,0000fd6f-0000-1000-8000-00805f9b34fb
10,71:a2:9f:27:ee:5a,-85,null
11,14:4f:a8:40:3f:a4,-80,null
12,01:21:2f:9a:dd:a3,-44,0000fd6f-0000-1000-8000-00805f9b34fb
13,5a:a8:80:d3:ea:14,-63,null
14,13:cf:fa:c7:39:f1,-93,0000fd6f-0000-1000-8000-00805f9b34fb
15,40:d9:01:8c:b2:11,-45,null
16,c4:12:0f:c0:bd:46,-68,null
17,44:6b:84:24:66:ad,-92,null
18,54:54:24:1b:0b:55,-92,null
